"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"130","e2,b4,e3,c1,f3,d8,h4,b2,g2,d7,a4,f4,e5,g7,h6,b1,d2,b3,b8,b6,a7,B,f1,a6,e7,c2,f8","b4,e2","true","B","OneOfTwoBishopsHasALegalMove"
"131","c3,d2,e1,d6,a3,e7,f8,c5,a5,c7,b5,c1,b4,g3,d4,b3,f4,d5,c4,e8,d3,e3,b2,h4,e5,a4,f2","f8,e7,d6,c5,a5,c3,a3,d2,e1","true","Bb4","OneOfTwoBishopsHasALegalMove"
"132","f8,c8,d6,h8,f5,g7,c2,c6,g8,b7,d8,f1,e7,h4,b2,e8,g6,B,g3,d3,c7,e3,a7,a2,c1,h6,b8","f8,c8","true","B","OneOfTwoBishopsHasALegalMove"
"133","e7,f6,g5,f7,g6,e6,d7,g8,h4,h7,d6,c5,g7,b8,a5,f8,a7,e8,b6,d8,e3,c8,c7,f2,h8,e1,h2","e7","true","Bf8","OneOfTwoBishopsHasALegalMove"
"134","b8,e8,f4,c7,g1,d1,d8,h8,d7,b6,e1,d5,c1,f3,b4,g4,a5,a6,h6,a7,e4,b1,a8,h1,e6,d4,g7","e8,b8,f4","true","B","AfterPromotionToBishop"
"135","h5,f7,c6,b5,a4,d7,g6,d8,c4,b3,d3,a2,f3,b7,e8,e2,d5,e6,g8,a8,c2,h7,a6,f6,c8,g2,e4","f7,g6,h5","false","Be8","AfterPromotionToBishop"
"136","c3,c1,f1,c4,b1,f3,a2,h6,e6,e2,h7,e7,f7,c8,b3,g6,g3,d1,a4,b8,b4,f8,f6,B,N,g8,g4","c3","true","B","BishopIsPinned"
"137","b4,d2,g7,a1,e5,f6,b2,d4,h8,e1,a5,c3,g5,B,c2,h4,d5,e7,g3,d1,d8,b3,h5,e4,c1,c7,f5","b4,d2","true","Bc3","BishopIsPinned"
"138","a8,h8,d6,c6,g6,g7,f6,e5,f5,e6,d5,f7,c8,c4,h1,1-0,d8,a1,b6,e7,e8,e3,a4,h6,0-1,f8,f3","h8,a8","true","R","RookAsBlack"
"139","g8,h7,h6,f8,h2,f6,h8,h5,h4,g1,e7,h3,f7,a2,e8,e6,b1,g4,P,f5,h1,N,g5,B,a1,e5,e4","g8","true","Rh8","RookAsBlack"
"140","h1,a1,h8,d3,f6,0-1,c2,f5,d5,f2,e7,a2,b2,f4,K,g1,c1,b3,P,,g6,g2,g3,1-0,e5,h3,d6","h1","true","R","RookUncommonOpening"
"141","h2,g1,h3,h5,g3,h4,h6,f1,h1,a3,h7,f3,a1,b3,c3,g5,e4,a2,e3,g2,a4,e1,c2,f2,b1,g4,","h2","true","Rh1","RookUncommonOpening"
"142","h1,a1,f2,h8,f5,g3,f1,h3,b2,a2,c2,0-1,e5,d1,b1,f3,,d3,K,f6,c5,a8,1-0,f4,d6,g2,h6","h1","true","R","RookUncommonOpening"
"143","h2,g1,h3,h4,f3,g3,h1,h7,a2,g2,f1,P,h5,a3,a7,e2,c3,b3,a1,N,,e3,e7,h6,c2,b7,Q","h2","true","Rh1","RookUncommonOpening"
"144","a1,h1,d3,f3,c3,h8,f6,c1,b3,a8,g2,c5,b6,e1,d7,d6,a6,d5,e3,c2,b2,c7,h7,e7,b5,a5,c6","h1,a1","true","R","RookUncommonOpening"
"145","g1,h3,f1,g3,g8,h2,h1,h8,h4,b1,h7,g5,f8,a1,h5,f6,b8,g2,N,c6,a7,,f5,c1,h6,P,f2","g1","true","Rh1","RookUncommonOpening"
"146","f1,a7,c8,c1,f8,a5,d1,b7,e7,e1,a2,e2,h2,h1,g1,h4,c5,d5,a3,d7,b3,R,f5,d3,h5,h7,f2","f1","true","R","RookLategame"
"147","e1,d1,f5,f2,f6,f4,g1,f8,a1,h1,f7,f3,c1,b1,e5,f1,h5,d8,d5,e3,a6,a5,g5,d4,d2,h6,e8","f3,f2,h1,g1,e1,d1","false","Rf1","RookLategame"
"148","d7,a7,e8,d1,c7,b7,b8,a8,c2,g7,b4,d8,e6,b1,b3,b5,e7,a4,h7,a1,e2,R,c6,a5,f5,c8,d4","d7,b7","false","R","RookLategame"
"149","d8,c7,d6,f7,h7,d5,g7,b7,a7,e7,d1,d7,d3,d2,c6,c8,d4,f5,e6,h8,e8,a8,b5,b8,h3,c5,f8","d8,h7,g7,f7,e7,c7,d6","false","Rd7","RookLategame"
"150","h1,d1,c1,a1,f1,c3,f3,d5,d8,d3,h7,d6,f2,e3,h2,a2,f6,e6,g2,P,c6,b3,h8,B,b2,d7,a3","h1,d1","true","R","RookAfterCastleQueenSide"
"151","g1,e1,f1,h2,b1,g8,h3,h1,g3,g2,h8,d1,a1,c2,h4,h7,P,N,c4,f3,0-1,b8,B,,e5,c6","g1","true","Rh1","RookAfterCastleQueenSide"
"152","e1,d2,e8,e7,f8,d8,h2,g7,c2,h5,g1,d7,d3,h1,e5,d4,a7,h8,h3,b2,c4,g5,d5,b3,h6,a1,b6","e1","true","R","OneRookOfOnePlayer"
"153","e5,d1,c1,e6,e7,e3,h1,e4,b1,e2,g1,f1,e8,a1,c3,d7,g5,e1,a5,f5,b7,g3,d3,g6,c5,d5,h7","e8,e7,e6,e5,e4,e3,e2,h1,g1,f1,d1,c1,b1,a1","true","Re1","OneRookOfOnePlayer"
"154","h1,a1,e3,d1,c3,e5,f1,d8,a3,c6,a5,h3,c1,f5,d5,f6,f2,g3,a8,c2,g2,c4,d6,h8,e4,d7,a4","h1,a1","true","R","TwoRooksOfOnePlayer"
"155","g1,h4,h2,f1,e1,h3,g2,f4,h1,h7,b1,g4,h8,g3,g8,e4,h6,a1,c1,h5,a2,P,f3,d4,a3,b3,N","g1","true","Rh1","TwoRooksOfOnePlayer"
"156","a1,f1,g1,e1,b2,d2,e2,d1,g2,d6,h1,e7,c4,c1,e4,a7,f8,a8,a5,d4,e5,d3,a6,a2,f2,d5,c6","f1,a1","true","R","TwoRooksOfOnePlayer"
"157","e1,c1,b1,f2,h1,d1,f3,f1,f4,g1,c3,a1,d3,h3,g3,f6,e8,g4,c5,f7,h2,d4,e5,f5,b4,d5,d2","e1","true","Rf1","TwoRooksOfOnePlayer"
"158","f8,d1,g1,d8,c1,d2,g8,g7,h8,f6,e7,h7,f2,e8,f1,f4,e1,h4,c6,a1,R,h2,g5,h6,e6,h1,c3","f8,g1,d1","true","R","ThreeRooksOfOnePlayer"
"159","h8,f7,f5,f3,f4,c8,e8,g8,f1,d8,f6,f2,a8,e7,b8,g7,h1,R,d5,d1,h6,g2,e2,e4,g3,b4,d4","h8,g8,e8,d8,c8,f7,f6,f5,f4,f3","false","Rf8","ThreeRooksOfOnePlayer"
"160","b8,c1,h8,h1,b1,c7,c6,d1,b5,c8,b2,R,a7,d8,f8,b3,a4,f3,e7,c3,g7,b6,a8,f2,g8,g1,f1","b8,h1,c1","false","R","ThreeRooksOfOnePlayer"
"161","h8,b7,b6,b4,b5,d8,b3,b2,a8,a7,e8,f8,d6,c8,R,b1,g8,e5,h1,d1,f4,g3,d4,B,d3,d5,e4","h8,g8,f8,e8,d8,c8,a8,b7,b6,b5,b4","false","Rb8","ThreeRooksOfOnePlayer"
"162","h1,a1,h8,c1,g7,g2,e5,f3,e1,h3,b1,d7,d3,b7,b2,d1,d5,c2,e7,c5,f1,d8,c6,e4,e6,d4,a7","h1","true","R","OneOfTwoRooksHasALegalMove"
"163","g1,f1,e1,d1,c1,h2,h3,g2,g3,b1,h1,e2,a1,h4,g8,h7,h5,e4,f8,d2,c3,B,f3,h8,g5,g4,f2","g1,f1","true","Rh1","OneOfTwoRooksHasALegalMove"
"164","b8,d7,c7,d8,d1,a7,h8,e8,d4,e7,b1,h1,b4,h2,f3,g4,c8,a5,R,a8,g7,a1,c2,b5,f2,e5,b3","b8,d7","true","R","AfterPromotionToRook"
"165","b6,b7,c8,f8,h8,d8,g8,b3,a8,e8,b5,b2,b1,d6,c6,b8,b4,e6,f4,h7,d7,d1,g6,h6,f5,h5,d5","d8,c8,a8,b7,b6","false","Rb8","AfterPromotionToRook"
"166","b8,g8,g5,d5,e7,g1,f7,b1,c7,b5,g4,h5,a7,f6,h7,d8,f8,a8,b7,P,h8,c8,a6,a5,e8,e4,e5","g8,b8","true","N","KnightAsBlack"
"167","f6,h6,f3,g6,e3,c6,g7,e6,e5,b4,d7,f4,a6,c3,b8,d2,d6,b6,f5,e7,h2,f2,d4,g2,g1,,h5","h6,f6","true","Ng8","KnightAsBlack"
"168","b8,d5,g8,b1,c2,d7,g1,e8,b7,e4,e7,d6,b3,h5,c4,c3,c8,f3,e2,e6,d3,f7,d4,h7,c7,h3,b5","b8","true","N","KnightAsBlack"
"169","c6,a6,d7,b6,c8,b4,e7,d8,b5,f7,e8,f6,a4,d3,c4,g6,a7,B,h6,e2,g8,b7,e4,d2,c7,f8,c5","c6,a6","true","Nb8","KnightAsBlack"
"170","g1,b1,d2,g8,d3,h3,b8,f3,c1,f2,b2,f1,a2,d5,e2,c2,h4,c6,g2,,e1,h1,a3,h2,e6,e5,f5","g1,b1","true","N","KnightUncommonOpening"
"171","f3,h3,e2,h2,e3,h6,g3,h1,d1,g4,b3,g5,b1,e4,h5,f2,a3,,c3,c2,c1,g2,a5,e5,f5,e1,c5","f3","true","Ng1","KnightUncommonOpening"
"172","g1,b1,g8,b8,e2,e4,f3,c6,g2,f6,c2,b3,c1,b2,f2,d2,e6,g5,f4,h2,d6,d1,f1,e7,c3,b5,","g1,b1","true","N","KnightUncommonOpening"
"173","f3,h3,e2,e3,e5,f1,g4,f6,f5,h5,a3,c3,h1,,h2,d5,e1,g3,d1,c2,c6,g2,f2,h6,b1,b5,d2","h3,f3","true","Ng1","KnightUncommonOpening"
"174","g1,b1,h3,f1,d2,g8,d1,f3,e2,f2,a2,c2,,e1,c1,h1,h4,b8,e5,b5,h5,f5,g2,h2,g5,b2,e4","g1,b1","true","N","KnightUncommonOpening"
"175","f3,e2,h3,g4,h5,h2,b1,Q,b3,e3,e5,d7,e6,,b5,f4,d1,h6,c2,h1,e1,c1,f6,e7,c3,d5,P","f3,e2","true","Ng1","KnightUncommonOpening"
"176","g1,b1,f1,g4,f2,d2,c2,g8,g5,e3,b8,f3,b5,e5,h3,c1,b2,e1,a6,h4,a3,h2,e2,h1,c6,b4,","g1,b1","true","N","KnightUncommonOpening"
"177","f3,h3,e2,c4,f4,e6,a6,e4,b5,g2,f5,d4,g3,d3,b3,b1,h5,f6,,d5,d7,c3,g7,c2,d1,h2,g6","h3,f3,e2","true","Ng1","KnightUncommonOpening"
"178","b1,g1,g8,b8,e5,c2,e3,f3,h2,d3,c1,g2,a2,h1,c6,g6,h3,a7,e2,e1,d5,b2,h4,e7,d4,f6,e6","b1","true","N","OneKnightOfOnePlayer"
"179","c3,d2,a3,c5,c1,c4,g5,e1,g1,f6,b3,d6,d1,b4,N,e2,e4,a5,g3,f2,h3,B,f4,,b5,h2,d3","c3,a3,d2","true","Nb1","OneKnightOfOnePlayer"
"180","e5,b1,f2,h5,b2,g5,a3,f6,d6,g1,e4,f5,a5,h3,e6,e3,h4,c7,h2,b5,c3,a4,N,c2,e7,B,c5","e5","true","N","OneKnightOfOnePlayer"
"181","g4,d7,f3,d3,f7,c6,c4,g6,f4,b7,d4,a4,b3,N,e4,c2,f6,c7,f1,d5,g7,h7,b5,g2,g3,a6,c3","f7,d7,g6,c6,g4,f3,d3","false","Ne5","OneKnightOfOnePlayer"
"182","d2,d4,a4,a3,f2,a1,e3,e5,b1,e1,b4,a7,h4,c5,g1,e2,c7,d3,h3,c1,c3,c4,f3,d5,c2,b2,d6","d4,d2","true","N","TwoKnightsOfOnePlayer"
"183","f3,b5,c2,b3,e6,f5,c6,e2,c4,c3,b1,f7,g4,f1,g7,h5,e4,f4,a4,b7,a7,d3,a1,e8,h7,h3,g2","e6,c6,f5,b5,f3,b3,c2","true","Nd4","TwoKnightsOfOnePlayer"
"184","d2,e2,f1,g1,b1,f2,d1,f4,c2,b3,g4,c3,f5,d4,e1,h4,d8,h2,c5,a4,b2,f3,g8,g2,a3,c1,e4","e2,d2","true","N","TwoKnightsOfOnePlayer"
"185","g3,c1,g1,c3,f4,c4,e1,d4,g2,b2,c2,d3,b4,g4,e3,h5,b5,d1,a1,f3,f1,b1,a3,h2,g5,f6,f2","g3","true","Ne2","TwoKnightsOfOnePlayer"
"186","f8,e4,e2,f1,e8,g1,e6,b1,e5,g8,f5,a3,f6,b8,c1,h8,b4,c3,a6,h4,e1,a1,f3,b3,e7,d8,h3","f8,e4,e2","true","N","ThreeKnightsOfOnePlayer"
"187","h7,g6,e6,b5,d7,g7,f5,d6,d5,b7,a8,f6,f7,c5,c2,c8,c4,c6,b3,d8,g8,g2,f3,R,a6,e4,c7","h7,d7,g6,e6","false","Nf8","ThreeKnightsOfOnePlayer"
"188","c6,b1,b8,g8,g1,c3,b5,b4,b3,c8,f1,f3,h8,d8,a4,b2,a8,h6,d7,d3,d1,c2,c1,a7,d6,b6,g4","b8,c6,b1","true","N","ThreeKnightsOfOnePlayer"
"189","c6,d7,a6,e6,a7,c4,d6,b6,b7,d3,c8,b5,g6,f3,e8,b3,h6,g4,c7,a4,h5,d5,c2,e2,h7,e5,f7","d7,a6","false","Nb8","ThreeKnightsOfOnePlayer"
"190","d2,e2,g4,f1,b1,g2,f2,c5,h2,g1,c3,e1,f3,d7,b2,a1,a5,b3,e8,a4,b7,a3,g5,h4,e6,e4,e3","d2","true","N","OneOfTwoKnightsHasALegalMove"
"191","e4,f3,c4,b1,b3,f1,b4,h3,b5,d5,d1,d4,e6,d7,e3,c2,e1,h6,g2,d3,g4,g6,h1,c3,f4,h7,b2","e4,c4,f3,f1,b1","false","Nd2","OneOfTwoKnightsHasALegalMove"
"192","b8,e8,d8,g1,g8,g7,b5,c7,a7,b1,a1,h1,a8,c8,c1,h8,b4,h2,b2,e1,d1,d7,e7,g2,a4,e4,f2","b8","true","N","AfterPromotionToKnight"
"193","d7,c6,a6,b7,c4,d3,e6,a4,c8,f7,b6,h7,b3,e8,b5,d5,a8,g8,h5,g6,d6,c2,g4,a7,c7,d8,h3","c6,a6","false","Nb8","AfterPromotionToKnight"
