"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ng1h3- Nb8a6- Nh3f4- Na6b4- Nf4h5- Nb4b1x Nh5f4- Nb1c3- Rh1g1- Nc3b1- Nf4f3- Nc3b1- Nb1c3- Nb1a3- Nf4d5- Na3b5- Pg2g4- Ph7h5- Nd5c7$ Ke1d2x Pg4g5- Ph5h6- Ph2h4- Pg7h6- Pe2e4- Bf8h6- Ph4h5- Ph6g5x Nb5d4- Ng8h6- Nd4f5- Nh6f5x Nf5h6- Pg5h4- Nh6g4- Nf5d4- Ng4e5- Nd4f3$ Bf1h3- Nf3h4- Ne5c4- Nh4f5- Nc4e3- Na3b1- Ne3g4- Nb1a3- Ng4h6- Na3b1- Nb3c1x Pe7e5- Nc1e2- Pe5e4x Pf2f4- Pe4e3- Pf4f5- Pe3e2x Pf5f6- Nd8e7- Nc1e2x Pd7d5- Nh6g8- Pd5c4x Pf6g7- Bc8f5- Pf5f6- Pc4c3x Pf6e7x Bf5g4- Be7b4- Bg4e2x Qd1e2$ Ke8d7- Qe2f3+ Kd7c7x Pf6f7x Qd8d2x Bb4d2x Qd2d1+ Ke1f2- Qd1c2x","5","piece logic","Ng1h3- Nb8a6- Nh3f4- Na6b4- Nf4h5- Nb4b1x","75 5 55 65 76 5 22 12 76 5 65 50 76 5 12 18 76 5 50 67 76 5 18 15 81 5 67 50 76 5 15 25 76 3 63 55 76 5 25 15 76 5 50 49 76 5 25 15 76 5 15 25 76 5 15 9 76 5 50 35 76 5 9 19 76 6 56 58 76 6 69 67 76 5 35 29 79 1 39 32 81 6 58 59 76 6 67 68 76 6 64 66 76 6 61 68 76 6 40 42 76 4 54 68 76 6 66 67 76 6 68 59 81 5 19 34 76 5 62 68 76 5 34 51 76 5 68 51 81 5 51 68 76 6 59 66 76 5 68 58 76 5 51 34 76 5 58 43 76 5 34 49 79 4 47 65 76 5 49 66 76 5 43 26 76 5 66 51 76 5 26 41 76 5 9 15 76 5 41 58 76 5 15 9 76 5 58 68 76 5 9 15 76 5 17 23 81 6 45 43 76 5 23 40 76 6 43 42 81 6 48 50 76 6 42 41 76 6 50 51 76 6 41 40 81 6 51 52 76 5 38 45 76 5 23 40 81 6 37 35 76 5 68 62 76 6 35 26 81 6 52 61 76 4 30 51 76 6 51 52 76 6 26 25 81 6 52 45 81 4 51 58 76 4 45 18 76 4 58 40 81 2 31 40 79 1 46 37 76 2 40 49 77 1 37 29 81 6 52 53 81 2 38 32 81 4 18 32 81 2 32 31 77 1 39 48 76 2 31 24 81"
"Pd2d4- Pf7f5- Pb2b4- Pg7g6- Pe2e3- Pc7c6- Pf2f4- Pe7e6- Pb4b5- Pe6e5- Pf4e5x Pd7d6- Pg2g3- Pd6e5x Pd4e5x Pc6c5- Pc2c3- Ph7h6- Pe5f6- Pf5f4- Pg3f4x Pf4e3x Ng1f3- Ng8f6- Bf1e2- Bf8e7- Ke1g1- Ke8g8- Be2d3- Nf6g4- Bd3e2- Qd8b6+ Kg1h1- Be7h4- Rf1e1- Nb8d7- Nf3h4x Ph6h5- Be2h5x Bh4f6- Bh5f3- Qb6d6- Bf3g4x Qd6e7- Nb1d2- Qe7f7- Nd2e4- Bf6h4x Pc3c4- Qf7g6- Pb5b6- Pa7b6x Ra1c1- Qg6f6- Rc1c8x Rf8c8x Qd1d6- Pc5c4x Re1f1- Ra8f8- Bg4c8x Rf8c8x Kh1g2- Nd7f6- Bc8e6- Qf6d4- Be6f7+ Kg8f7x Ph2h3- Qd4d3- Ph3h4- Qd3d7- Qd6b4- Rc8c2- Kg2f2- Rc2a2x Rf1a1- Ra2a1x Ph4h5- Qd7e6-","18","pseudolegal","Pd2d4- Pf7f5- Pb2b4- Pg7g6- Pe2e3- Pc7c6- Pf2f4- Pe7e6- Pb4b5- Pe6e5- Pf4e5x Pd7d6- Pg2g3- Pd6e5x Pd4e5x Pc6c5- Pc2c3- Ph7h6- Pe5f6-","75 6 32 34 76 6 53 51 76 6 16 18 76 6 61 60 76 6 40 41 76 6 29 28 76 6 48 50 76 6 45 44 76 6 18 19 76 6 44 43 76 6 50 43 81 6 37 36 76 6 56 57 76 6 36 43 81 6 34 43 81 6 28 27 76 6 24 25 76 6 69 68 76 6 43 52 76 6 51 50 76 6 57 50 81 6 50 41 81 5 55 49 76 5 62 52 76 4 47 40 76 4 54 45 76 1 39 55 76 1 46 62 76 4 40 33 76 5 52 58 76 4 33 40 76 2 38 20 77 1 55 63 76 4 45 66 76 3 47 39 76 5 22 37 76 5 49 66 81 6 68 67 76 4 40 67 81 4 66 52 76 4 67 49 76 2 20 36 76 4 49 58 81 2 36 45 76 5 15 32 76 2 45 53 76 5 32 42 76 4 52 66 81 6 25 26 76 2 53 60 76 6 19 20 76 6 13 20 81 3 7 23 76 2 60 52 76 3 23 30 81 3 54 30 81 2 31 36 76 6 27 26 81 3 39 47 76 3 14 54 76 4 58 30 81 3 54 30 81 1 63 56 76 5 37 52 76 4 30 44 76 2 52 34 76 4 44 53 77 1 62 53 81 6 64 65 76 2 34 33 76 6 65 66 76 2 33 37 76 2 36 18 76 3 30 24 76 1 56 48 76 3 24 8 81 3 47 7 76 3 8 7 81 6 66 67 76 2 37 44 76"
"Pd2d4- Pd7d6- Pa2a4- Pa7a5- Nb1c3- Pg7g6- Pd4d5- Pe7e6- Pe2e4- Pb7b6- Pe4e5- Pd6d5x Pd5d4- Pf7f6- Nc3b5- Ng8e7- Nb5c7$ Ke8f7- Pe5f6x Pf6g7- Pf2f3- Pb6b5- Ng1e2- Pb5b4- Bf1d3- Pb4a3- Bd3f1- Bc8b7- Ke1g1- Rh8g8- Pc2c3- Ne7f5- Bf1e2- Nf5g3x Ph2g3x Qd8d6- Qd1c2- Qd6g3x Pd4d5- Pe6d5x Be2f1- Nb8a6- Kg1h1- Qg3e5- Bf1a6x Qe5g3- Kh1h2- Qg3h2$ Rf1f2- Qh2h1+ Kh2h1x Bb7a6x Pf3f4- Pg6g5- Pf4g5x Ph7h6- Pg5h6x Bf8h6x Pb2b4- Ra8e8- Pb4b5- Re8e4- Pc3c4- Re4e6- Rf2e2- Re6e2x Ra1f1- Re2d2- Rf1e1- Rd2d5- Re1f1- Rd5d4- Rf1f2- Rd4d5- Rf2b2- Rd5d4- Kh1g1- Rd4d6- Kg1f1- Rd6d4-","11","path obstruction","Pd2d4- Pd7d6- Pa2a4- Pa7a5- Nb1c3- Pg7g6- Pd4d5- Pe7e6- Pe2e4- Pb7b6- Pe4e5- Pd6d5x","75 6 32 34 76 6 37 36 76 6 8 10 76 6 13 11 76 5 15 25 76 6 61 60 76 6 34 35 76 6 45 44 76 6 40 42 76 6 21 20 76 6 42 43 76 6 36 35 81 6 35 34 76 6 53 52 76 5 25 19 76 5 62 45 76 5 19 29 79 1 46 53 76 6 43 52 81 6 52 61 76 6 48 49 76 6 20 19 76 5 55 40 76 6 19 18 76 4 47 33 76 6 18 9 76 4 33 47 76 4 30 21 76 1 39 55 76 3 70 62 76 6 24 25 76 5 45 51 76 4 47 40 76 5 51 57 81 6 64 57 81 2 38 36 76 2 31 24 76 2 36 57 81 6 34 35 76 6 44 35 81 4 40 47 76 5 22 12 76 1 55 63 76 2 57 43 76 4 47 12 81 2 43 57 76 1 63 64 76 2 57 64 79 3 47 48 76 2 64 63 77 1 64 63 81 4 21 12 81 6 49 50 76 6 60 59 76 6 50 59 81 6 69 68 76 6 59 68 81 4 54 68 81 6 16 18 76 3 14 46 76 6 18 19 76 3 46 42 76 6 25 26 76 3 42 44 76 3 48 40 76 3 44 40 81 3 7 47 76 3 40 32 76 3 47 39 76 3 32 35 76 3 39 47 76 3 35 34 76 3 47 48 76 3 34 35 76 3 48 16 76 3 35 34 76 1 63 55 76 3 34 36 76 1 55 47 76 3 36 34 76"
"Pd2d4- Nb8c6- Pe2e3- Bc8f5- Ph2h3- Ng8f6- Pg2g4- Nf6g4x Pf2f3- Pe7e5- Pf3f4- Pe5d4x Pe3d4x Bf8d6- Pc2c3- Nc6b4- Pc3b4x Qd8b6- Pb2b4x Bd6b4$ Ke1f2- Bb4d6- Bc1b2- Bd6f4x Pa2a3- Bf4g5- Ph3g4x Pf5g4x Bf1h3- Bg4h3x Rh1h3x Rh8h3x Kf2f3- Bh3g4- Pa3a4- Pg7g5- Ra1a2- Pg5g4+ Kf3f2- Bg4h3x Pa4a5- Bh3g2- Ra2a7x Ra8a6- Ra7c7x Pg4g3- Rc7c6- Pg3g2- Rc6c5- Pb7c6- Rc5c6x Pc6c5- Rc6c1- Ra6a5x Rc1e1- Ra5f5- Pb4a5- Rf5f3+ Kf2f3x Rf3d3+ Kf3e2- Rd3d2+ Ke2f1- Rd2c2+ Kf1g2- Rc2c1x Kg2g3- Rc1c2- Re1d1- Rc2f2+ Kg3g4- Rf2f1+ Kg4g5- Rf1f4+ Kg5f6- Rf4h4- Rd1d4x Rh4h2+ Kf6e7- Rh2h1-","3","path obstruction","Pd2d4- Nb8c6- Pe2e3- Bc8f5-","75 6 32 34 76 5 22 28 76 6 40 41 76 4 30 51 76 6 64 65 76 5 62 52 76 6 56 58 76 5 52 58 81 6 48 49 76 6 45 43 76 6 49 50 76 6 43 34 81 6 41 34 81 4 54 36 76 6 24 25 76 5 28 18 76 6 25 18 81 2 38 20 76 6 16 18 81 4 36 18 79 1 39 48 76 4 18 36 76 4 23 16 76 4 36 50 81 6 8 9 76 4 50 59 76 6 65 58 81 6 51 58 81 4 47 65 76 4 58 65 81 3 63 65 81 3 70 65 81 1 48 49 76 4 65 58 76 6 9 10 76 6 61 59 76 3 7 8 76 6 59 58 77 1 49 48 76 4 58 65 81 6 10 11 76 4 65 56 76 3 8 13 81 3 14 12 76 3 13 29 81 6 58 57 76 3 29 28 76 6 57 56 76 3 28 27 76 6 21 28 76 3 27 28 81 6 28 27 76 3 28 23 76 3 12 11 81 3 23 39 76 3 11 51 76 6 18 11 76 3 51 49 77 1 48 49 81 3 49 33 77 1 49 40 76 3 33 32 77 1 40 47 76 3 32 24 77 1 47 56 76 3 24 23 81 1 56 57 76 3 23 24 76 3 39 31 76 3 24 48 77 1 57 58 76 3 48 47 77 1 58 59 76 3 47 50 77 1 59 52 76 3 50 66 76 3 31 34 81 3 66 64 77 1 52 45 76 3 64 63 76"
"Pd2d4- Nb8a6- Pb7b6- Pd7d5- Bc8b7- Bb7a8x Ng1f3- Ba8f3x Pe2f3x Pf7f6- Nb1c3- Pe7e6- Qd1e2- Na6b7- Ke1c1- Pc7c6- Pf3f4- Nb7b6x Qe2d3- Ng8e7- Pg2g4- Pg7g6- Pg4g5- Pf6g5x Pf4g5x Ne7f5- Pf2f4- Nf5h4- Nc3b5- Nh4f3- Ph2h4- Nf3h4x Nb5d6+ Nh4g6- Nd6f5- Nh4g2- Nf5d6+ Ke8d7- Rh1h3- Ng2f4- Bf1g2- Nf4h5- Bc1d2- Nh5g3- Bd2f4- Rh8g8- Nd6f5- Ng3e2- Nf5h6- Ne2f4- Kc1b1- Nf4h3x Pb2b4- Nh3f4- Pb4b5- Ng3h1- Kb1a2- Pc6b5x Pc4b5x Pa6b5x Ra1a3- Bf8a3x Bf4h2- Qd8b6x Pb5b6x Pa7b6x Pa3a4- Ba3b4- Pc2c3- Bb4d2- Pe3e4- Pd5e4x Pa4b5- Bd2e3- Nh6g4- Be3d2- Ng4f6- Rg8g7- Pb6b7- Rg7g2x","2","piece logic","Pd2d4- Nb8a6- Pb7b6-","75 6 32 34 76 5 22 12 76 6 21 20 76 6 37 35 76 4 30 21 76 4 21 14 81 5 55 49 76 4 14 49 81 6 40 49 81 6 53 52 76 5 15 25 76 6 45 44 76 2 31 40 76 5 12 21 76 1 39 23 76 6 29 28 76 6 49 50 76 5 21 20 81 2 40 33 76 5 62 45 76 6 56 58 76 6 61 60 76 6 58 59 76 6 52 59 81 6 50 59 81 5 45 51 76 6 48 50 76 5 51 66 76 5 25 19 76 5 66 49 76 6 64 66 76 5 49 66 81 5 19 36 77 5 66 60 76 5 36 51 76 5 66 56 76 5 51 36 77 1 46 37 76 3 63 65 76 5 56 50 76 4 47 56 76 5 50 67 76 4 23 32 76 5 67 57 76 4 32 50 76 3 70 62 76 5 36 51 76 5 57 40 76 5 51 68 76 5 40 50 76 1 23 15 76 5 50 65 81 6 16 18 76 5 65 50 76 6 18 19 76 5 57 63 76 1 15 8 76 6 28 19 81 6 26 19 81 6 12 19 81 3 7 9 76 4 54 9 81 4 50 64 76 2 38 20 81 6 19 20 81 6 13 20 81 6 9 10 76 4 9 18 76 6 24 25 76 4 18 32 76 6 41 42 76 6 35 42 81 6 10 19 76 4 32 41 76 5 68 58 76 4 41 32 76 5 58 52 76 3 62 61 76 6 20 21 76 3 61 56 81"
"Ph2h4- Pc7c6- Pg2g3- Pe7e6- Pf2f3- Pd7d5- Pd2d3- Pf7f6- Bc1e3- Ph7h5- Nb1c3- Pb7b5- Pe2e4- Pd5e4x Pd3e4x Bc8b7- Pf3f4- Qd8c7- Pe4e5- Bb7h1x Pe5f6x Bf8e7- Be3f2- Qc7g3$ Ke1d2- Be7f6x Kd2e1- Qg3h2- Ng1f3- Qh2d6- Nf3h2- Ng8e7- Nh2f3- Ne7g6- Ke1d2- Pc6c5- Pd4c5x Ng6f4x Bf1e2- Bf6b2x Kd2c1- Pa7a5- Pa2a3- Pa5a4- Be2c4- Ke8g8- Pa3a4x Bb2a3- Nf3d4- Nb8c6- Nd4c6x Pb5a4x Nc6e5- Pa4a3- Pc5c6x Nf4e2+ Kc1c2- Ne2d4- Ne5c6- Nd4c6x Nc6e5- Nc6b8- Ne5f7- Nb8c6- Nf7d6x Rf8d8- Nd6b5- Rd8d6- Nb5d6- Rd6d6- Nd6b5- Ra8d8- Nd5e7+ Kg8f7- Ne7f5- Rd6d8- Nf5d6- Rd8d6- Pg3g4- Nc6e7-","12","path obstruction","Ph2h4- Pc7c6- Pg2g3- Pe7e6- Pf2f3- Pd7d5- Pd2d3- Pf7f6- Bc1e3- Ph7h5- Nb1c3- Pb7b5- Pe2e4-","75 6 64 66 76 6 29 28 76 6 56 57 76 6 45 44 76 6 48 49 76 6 37 35 76 6 32 33 76 6 53 52 76 4 23 41 76 6 69 67 76 5 15 25 76 6 21 19 76 6 40 42 76 6 35 42 81 6 33 42 81 4 30 21 76 6 49 50 76 2 38 29 76 6 42 43 76 4 21 63 81 6 43 52 81 4 54 45 76 4 41 48 76 2 29 57 79 1 39 32 76 4 45 52 81 1 32 39 76 2 57 64 76 5 55 49 76 2 64 36 76 5 49 64 76 5 62 45 76 5 64 49 76 5 45 60 76 1 39 32 76 6 28 27 76 6 34 27 81 5 60 50 81 4 47 40 76 4 52 16 81 1 32 23 76 6 13 11 76 6 8 9 76 6 11 10 76 4 40 26 76 1 46 62 76 6 9 10 81 4 16 9 76 5 49 34 76 5 22 28 76 5 34 28 81 6 19 10 81 5 28 43 76 6 10 9 76 6 27 28 81 5 50 40 77 1 23 24 76 5 40 34 76 5 43 28 76 5 34 28 81 5 28 43 76 5 28 22 76 5 43 53 76 5 22 28 76 5 53 36 81 3 54 38 76 5 36 19 76 3 38 36 76 5 19 36 76 3 36 36 76 5 36 19 76 3 14 38 76 5 35 45 77 1 62 53 76 5 45 51 76 3 36 38 76 5 51 36 76 3 38 36 76 6 57 58 76 5 28 45 76"
"Pe2e4- Nb8c6- Pe4e5- Ng8f6- Pf2f4- Pb7b6- Pd2d4- Pd7d5- Pc2c4- Pd5c4x Ra1b1- Pb6b5- Pc4b5x Pa6b5x Bf1b5x Bc8b7- Ng1f3- Pe7e6- Pe5f6x Pg7f6x Bc1g5- Bf8g7- Ke1g1- Ke8g8- Bg5h4- Nc6e5- Nf3e5x Ne5g4- Nb1c3- Ng4e5- Pf4f5- Pe6f5x Pd4d5- Pf5f4- Qd1g4- Pf6e5- Qg4g7$ Kg8g7x Nc3b5x Ne5g6- Nb5c7x Ng6h4x Qg7f7x Kg7e7- Qf7f5- Nh4f5x Bb5c4- Ke7f6- Nc7b5+ Kf6e7- Nb5c7- Ke7d6- Nc7a8x Rf8a8x Na8c7- Ph7h5- Pd5d6$ Kd6c5- Pd6d7- Ra8b8- Kg1f1- Rb8d8- Nc7d5- Rd8d6- Nd5c3- Rd6d7x Nc3b5+ Kc5d4- Pb2b4+ Kd4c3- Nb5c3$ Kc3c2- Nc3b5+ Kc2c3- Rf1f7- Nf5e7- Rf7e7x Rd7e7x Re7e7x Rd6d8-","10","path obstruction","Pe2e4- Nb8c6- Pe4e5- Ng8f6- Pf2f4- Pb7b6- Pd2d4- Pd7d5- Pc2c4- Pd5c4x Ra1b1-","75 6 40 42 76 5 22 28 76 6 42 43 76 5 62 52 76 6 48 50 76 6 21 20 76 6 32 34 76 6 37 35 76 6 24 26 76 6 35 26 81 3 7 15 76 6 20 19 76 6 26 19 81 6 12 19 81 4 47 19 81 4 30 21 76 5 55 49 76 6 45 44 76 6 43 52 81 6 61 52 81 4 23 59 76 4 54 61 76 1 39 55 76 1 46 62 76 4 59 66 76 5 28 43 76 5 49 43 81 5 43 58 76 5 15 25 76 5 58 43 76 6 50 51 76 6 44 51 81 6 34 35 76 6 51 50 76 2 31 58 76 6 52 43 76 2 58 61 79 1 62 61 81 5 25 19 81 5 43 60 76 5 19 29 81 5 60 66 81 2 61 53 81 1 61 45 76 2 53 51 76 5 66 51 81 4 19 26 76 1 45 52 76 5 29 19 77 1 52 45 76 5 19 29 76 1 45 36 76 5 29 14 81 3 54 14 81 5 14 29 76 6 69 67 76 6 35 36 79 1 36 27 76 6 36 37 76 3 14 22 76 1 55 47 76 3 22 38 76 5 29 35 76 3 38 36 76 5 35 25 76 3 36 37 81 5 25 19 77 1 27 34 76 6 16 18 77 1 34 25 76 5 19 25 79 1 25 24 76 5 25 19 77 1 24 25 76 3 47 53 76 5 51 45 76 3 53 45 81 3 37 45 81 3 45 45 81 3 36 38 76"
"Pg2g4- Pd7d6- Ph2h4- Pg7g6- Pd2d3- Bf8g7- Qd1d2- Pe7e6- Qd2f4- Pe6e5- Nb1c3- Pb7b5- Pa2a3- Pb5b4- Nc3e4- Bc8g4x Qf4d2- Bg4e6- Pd3d4- Ng8f6- Pc2c3- Ke8g8- Pd4e5- Pd6e5x Ne4e5x Nb8c6- Qd2c2- Nc6e5x Bc1g5- Nf6e4- Bg5e3- Ne4f2x Ke1f2x Be6g4- Qc2b3- Ne5g4+ Kf2g3- Ng4e3x Ng1h3- Ne3g4- Nh3g1- Pc7c5- Ng1e3- Ng4e3x Pa3a4- Ra8b8- Kg3h2- Pc5c4- Qb3e3x Pc4d3- Ne3c4- Bg7h6- Ra1f1- Bh6f4+ Kh2g3- Rf8e8- Rf1f4x Re8e2x Rf1f2- Re2f2x Pc3c4- Rd8e8- Rf4f3- Rf2f3x Rf1f3x Re8e4- Rf3f1- Bf4e5+ Kg3h2- Be5f6- Nc4d6- Bf6g5- Nd6b7- Re4e5- Rf1e1- Bg5c1- Be3c1x Bc1g5- Nb7d6- Bg5f6-","22","piece logic","Pg2g4- Pd7d6- Ph2h4- Pg7g6- Pd2d3- Bf8g7- Qd1d2- Pe7e6- Qd2f4- Pe6e5- Nb1c3- Pb7b5- Pa2a3- Pb5b4- Nc3e4- Bc8g4x Qf4d2- Bg4e6- Pd3d4- Ng8f6- Pc2c3- Ke8g8- Pd4e5-","75 6 56 58 76 6 37 36 76 6 64 66 76 6 61 60 76 6 32 33 76 4 54 61 76 2 31 32 76 6 45 44 76 2 32 50 76 6 44 43 76 5 15 25 76 6 21 19 76 6 8 9 76 6 19 18 76 5 25 42 76 4 30 58 81 2 50 32 76 4 58 44 76 6 33 34 76 5 62 52 76 6 24 25 76 1 46 62 76 6 34 43 76 6 36 43 81 5 42 43 81 5 22 28 76 2 32 24 76 5 28 43 81 4 23 59 76 5 52 42 76 4 59 41 76 5 42 48 81 1 39 48 81 4 44 58 76 2 24 17 76 5 43 58 77 1 48 57 76 5 58 41 81 5 55 65 76 5 41 58 76 5 65 55 76 6 29 27 76 5 55 41 76 5 58 41 81 6 9 10 76 3 14 22 76 1 57 64 76 6 27 26 76 2 17 41 81 6 26 33 76 5 41 26 76 4 61 68 76 3 7 47 76 4 68 50 77 1 64 57 76 3 54 46 76 3 47 50 81 3 46 40 81 3 47 48 76 3 40 48 81 6 25 26 76 3 38 46 76 3 50 49 76 3 48 49 81 3 47 49 81 3 46 42 76 3 49 47 76 4 50 43 77 1 57 64 76 4 43 52 76 5 26 36 76 4 52 59 76 5 36 21 76 3 42 43 76 3 47 39 76 4 59 23 76 4 41 23 81 4 23 59 76 5 21 36 76 4 59 52 76"
"Pa2a3- Nb8a6- Pg2g3- Pe7e6- Pb2b3- Ng8f6- Bc1b2- Bf8c5- Ph2h4- Ke8g8- Pd2d3- Qd8e8- Pe2e3- Nf6e8- Pe3e4- Pd7d5- Pe4d5x Ne8f6- Pd5d6x Nf6d5- Pg3g4- Nd5f6- Bf1c4- Nf6g4x Qd1d2- Bc5b6- Bc4b5- Bb6c5- Qd2e3- Ng4f6- Qe3c5- Qe8e7- Qc5e3- Na6c5- Qe3c5x Na6c5x Pb3b4- Nc5d3$ Qc5e7$ Nd3c5- Pc2d3- Nc5d3$ Ke1e2- Nd3c5- Pb4b5- Nc5e4- Pd3d4- Ne4c5- Pd4c5- Nc5b7x Pb5b6- Ne4c3$ Ke2d3- Nb7c5+ Kd3c3x Bc8a6+ Kc3b3- Ba6c4$ Kb3c4x Rf8d8+ Kc4d3- Rd8c8- Pe3e4- Bf6d4- Pf2f4- Rc8c6+ Kd3d4x Nc5d7- Pf4f5- Pe6f5x Pe4f5x Bd4a1x Ng1h3- Ba1e5- Kc4b4- Be5f4- Pf5g5- Ph7h6+ Kg5f4x Ph6h5-","13","path obstruction","Pa2a3- Nb8a6- Pg2g3- Pe7e6- Pb2b3- Ng8f6- Bc1b2- Bf8c5- Ph2h4- Ke8g8- Pd2d3- Qd8e8- Pe2e3- Nf6e8-","75 6 8 9 76 5 22 12 76 6 56 57 76 6 45 44 76 6 16 17 76 5 62 52 76 4 23 16 76 4 54 27 76 6 64 66 76 1 46 62 76 6 32 33 76 2 38 46 76 6 40 41 76 5 52 46 76 6 41 42 76 6 37 35 76 6 42 35 81 5 46 52 76 6 35 36 81 5 52 35 76 6 57 58 76 5 35 52 76 4 47 26 76 5 52 58 81 2 31 32 76 4 27 20 76 4 26 19 76 4 20 27 76 2 32 41 76 5 58 52 76 2 41 27 76 2 46 45 76 2 27 41 76 5 12 27 76 2 41 27 81 5 12 27 81 6 17 18 76 5 27 33 79 2 27 45 79 5 33 27 76 6 24 33 76 5 27 33 79 1 39 40 76 5 33 27 76 6 18 19 76 5 27 42 76 6 33 34 76 5 42 27 76 6 34 27 76 5 27 21 81 6 19 20 76 5 42 25 79 1 40 33 76 5 21 27 77 1 33 25 81 4 30 12 77 1 25 17 76 4 12 26 79 1 17 26 81 3 54 38 77 1 26 33 76 3 38 30 76 6 41 42 76 4 52 34 76 6 48 50 76 3 30 28 77 1 33 34 81 5 27 37 76 6 50 51 76 6 44 51 81 6 42 51 81 4 34 7 81 5 55 65 76 4 7 43 76 1 26 18 76 4 43 50 76 6 51 59 76 6 69 68 77 1 59 50 81 6 68 67 76"
"a3a4a3x Ph7h5- Pb2b4- Ph5h4- Pb4b5- Ng8f6- Pb5b6- Rh8h6- Pa2a4- Pg7g6- Pe2e3- Nb8c6- Pc2c4- Nc6b4- Nb1c3- Nb4d5- Pa2a3- Qd8b6- Bf1e2- Qb6b7- Ng1h3- Pa7a6- Nh3f4- Ph4h3- Nf4h3x Ph3g2$ Ke1f1- Pd7d6- Nh3f4- Bf8g7- Na3b1- Nd5c3x Bc1b2- Bg7e5- Bb2c3x Bc8g4- Bc3e5x Be5a1x Qd1a1x Rg6e6- Be2g4x Qb7h1$ Kf1e2- Qh1g2$ Ke2d1- Qg2g1+ Kd1c2- Qg1a1x Kc2c3- Qa1a4x Ra1b1- Ba1c3- Nb1c3x Ba1d4+ Kc3a5- Qa4c2+ Ka5b6- Qc2c1+ Kb6c7$ Ke8d7- Rb1a1- Qc1a3+ Kc7b7- Qa3b4+ Kb7c8- Bd4a1- Ra1b1- Qb4d2$ Kc8b7+ Kd7c7- Rb7b8- Qd2c3+ Kb7c6- Qc3a5+ Kc6d6x Qa5a3+ Kd6e7x Re6e4- Pg4g5- Qa3a2-","0","syntax","a3a4a3x","75 9 10 9 81 6 69 67 76 6 16 18 76 6 67 66 76 6 18 19 76 5 62 52 76 6 19 20 76 3 70 68 76 6 8 10 76 6 61 60 76 6 40 41 76 5 22 28 76 6 24 26 76 5 28 18 76 5 15 25 76 5 18 35 76 6 8 9 76 2 38 20 76 4 47 40 76 2 20 21 76 5 55 65 76 6 13 12 76 5 65 50 76 6 66 65 76 5 50 65 81 6 65 56 79 1 39 47 76 6 37 36 76 5 65 50 76 4 54 61 76 5 9 15 76 5 35 25 81 4 23 16 76 4 61 43 76 4 16 25 81 4 30 58 76 4 25 43 81 4 43 7 81 2 31 7 81 3 60 44 76 4 40 58 81 2 21 63 79 1 47 40 76 2 63 56 79 1 40 31 76 2 56 55 77 1 31 24 76 2 55 7 81 1 24 25 76 2 7 10 81 3 7 15 76 4 7 25 76 5 15 25 81 4 7 34 77 1 25 11 76 2 10 24 77 1 11 20 76 2 24 23 77 1 20 29 79 1 46 37 76 3 15 7 76 2 23 9 77 1 29 21 76 2 9 18 77 1 21 30 76 4 34 7 76 3 7 15 76 2 18 32 79 1 30 21 77 1 37 29 76 3 21 22 76 2 32 25 77 1 21 28 76 2 25 11 77 1 28 36 81 2 11 9 77 1 36 45 81 3 44 42 76 6 58 59 76 2 9 8 76"
