"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"130","b4,e2,b1,e3,c2,h4,f3,g2,f6,a8,d1,a2,c7,d7,f1,f7,h6,$,d4,e5,f4,b7,a7,b6,f5,e7,d8","b4,e2","true","B","OneOfTwoBishopsHasALegalMove"
"131","c3,d2,a3,c5,f8,e7,d6,e1,a5,b8,g3,e5,c1,c7,h8,f4,g5,N,$,+,d8,b3,b5,d5,Q,,g7","f8,e7,d6,c5,a5,c3,a3,d2,e1","true","Bb4","OneOfTwoBishopsHasALegalMove"
"132","c8,f8,h6,g6,g8,f5,f7,g7,d7,d6,d8,e6,f6,a6,h3,b6,e5,c5,a8,f4,h8,a7,h4,c1,c6,g2,h5","f8,c8","true","B","OneOfTwoBishopsHasALegalMove"
"133","e7,c5,d7,g5,e6,f6,d6,g7,d5,h7,a3,e8,c7,f7,x,a5,g6,h4,$,e2,,b4,a4,b7,N,b3","e7","true","Bf8","OneOfTwoBishopsHasALegalMove"
"134","b8,e8,f4,c1,b6,c8,a8,b5,e7,a5,e5,d8,d5,e2,d2,h2,a3,e6,h1,a6,d7,e1,c7,d1,g4,g7,g3","e8,b8,f4","true","B","AfterPromotionToBishop"
"135","c6,h5,d7,g6,a4,b5,f7,b3,e6,a6,f3,c4,c8,d3,d5,e2,g4,f5,g8,e7,h7,e4,a2,c2,a8,h3,e8","f7,g6,h5","false","Be8","AfterPromotionToBishop"
"136","c3,c5,d4,c1,g2,f1,f4,f6,c6,e2,b6,$,e5,a8,g5,b7,g7,c2,d1,b2,b3,B,a5,b1,d6,a6,e6","c3","true","B","BishopIsPinned"
"137","b4,g7,d2,a1,e5,h8,d4,a5,b2,f6,e1,c7,c2,d5,d3,a4,d1,b1,$,c3,a3,N,b3,e4,g5,f2,a2","b4,d2","false","Bc3","BishopIsPinned"
"138","a8,h8,f8,e8,a1,e2,h1,d6,d8,a2,!,c4,,e6,e7,b2,1-0,g2,a4,b5,d2,#,d7,c6,b8,g8","h8,a8","true","R","RookAsBlack"
"139","g8,f8,e8,h7,h6,f7,b8,f6,h5,e7,g1,h4,h1,h8,#,1-0,!,$,,1/2-1/2,a8,f1,K,B,0-1,e1","g8","true","Rh8","RookAsBlack"
"140","h1,h3,a1,d2,g1,h8,e2,f2,b2,f1,g3,b1,h4,e1,g4,d3,d6,f3,f4,e7,e3,a2,h6,g7,a4,0-1,a3","h1","true","R","RookUncommonOpening"
"141","h2,h3,h4,g1,f2,h7,h5,g2,h6,x,g3,f1,h1,a3,h8,a2,$,d3,d2,e3,c2,d7,f3,e2,e7,K,","h2","true","Rh1","RookUncommonOpening"
"142","h1,a1,h3,f2,0-1,g2,h8,a2,e7,h5,h7,!,g1,d1,b7,c2,h2,a7,e4,a4,e1,h6,f1,d6,b4,f5,a8","h1","true","R","RookUncommonOpening"
"143","h2,h4,g1,h3,x,h7,g2,e2,f1,d7,f2,h5,$,h8,g3,f3,d5,e7,e5,e3,a7,d3,a3,e1,h1,a2,a8","h2","true","Rh1","RookUncommonOpening"
"144","a1,h1,f3,f1,c3,e3,d3,e1,g1,a8,e6,$,b3,!,e7,c6,a6,e2,0-1,d1,f2,g6,N,e8,a5,h8","h1,a1","true","R","RookUncommonOpening"
"145","g1,h3,b1,c1,f1,d1,h4,h2,g5,g8,h1,e1,h5,h8,h6,g3,h7,$,1/2-1/2,x,+,c4,b8,N,a1,c8","g1","true","Rh1","RookUncommonOpening"
"146","f1,d5,b1,a1,a5,d4,f8,b7,a7,e1,c2,c5,c7,d7,b8,e4,d2,a8,a6,e8,b4,f3,b5,a3,g5,h8,h4","f1","true","R","RookLategame"
"147","e1,d1,f7,f6,f5,c1,f8,f4,f3,f2,g1,a1,h1,b1,e5,f1,a6,d6,h7,d5,h5,e8,a5,e2,g7,d3,e4","f3,f2,h1,g1,e1,d1","false","Rf1","RookLategame"
"148","d7,e8,a7,e6,g7,c1,a1,a3,c3,b7,f1,a8,e2,h1,g1,a4,e7,g8,c4,h7,b4,h8,h6,b6,f8,c5,e4","d7,b7","false","R","RookLategame"
"149","b7,d6,f7,d8,c7,d3,d5,h7,a7,e7,d1,g7,d2,d4,d7,c6,c5,h3,e6,h6,c8,h8,e8,f6,f1,a4,f5","d8,h7,g7,f7,e7,c7,d6","false","Rd7","RookLategame"
"150","d1,h1,c1,a1,d3,f1,e1,d8,a2,c3,d2,f6,g3,d6,f3,h8,g7,f4,h4,c5,d4,b1,c6,g4,h2,e2,f2","h1,d1","true","R","RookAfterCastleQueenSide"
"151","g1,e1,f1,d1,b1,h3,h1,c1,h2,h4,h7,g8,g5,h5,c8,g3,h8,a1,h6,+,N,f8,P,e8,B,c4,","g1","true","Rh1","RookAfterCastleQueenSide"
"152","e1,e8,d8,a7,h3,a4,h7,a1,h5,f2,h2,g1,g2,c7,b5,h1,e7,g4,f4,h6,d2,d1,R,a3,x,c2,a6","e1","true","R","OneRookOfOnePlayer"
"153","e6,d1,e3,e4,e2,c1,e8,e5,f1,h1,g1,e7,a1,b1,e1,g7,f8,g3,g6,c3,b4,a5,d3,g8,d8,h7,h8","e8,e7,e6,e5,e4,e3,e2,h1,g1,f1,d1,c1,b1,a1","true","Re1","OneRookOfOnePlayer"
"154","h1,a1,d1,c4,f1,e3,h4,a3,f2,f3,g2,a8,c3,e7,d5,h5,b2,e4,g1,h3,f4,d7,g3,$,h8,a4,a5","h1,a1","true","R","TwoRooksOfOnePlayer"
"155","g1,e1,f1,b1,h4,h2,c1,d2,h3,d4,g2,d1,a1,g5,g8,h7,b7,f4,a3,b8,c3,d5,B,N,h5,d7,a7","g1","true","Rh1","TwoRooksOfOnePlayer"
"156","f1,a1,d2,d1,e2,g1,f8,a8,e7,e3,h1,h4,a3,e5,a7,f4,f3,b2,e8,e1,d7,a4,a5,d8,d5,g3,f5","f1,a1","true","R","TwoRooksOfOnePlayer"
"157","d1,e1,c1,b1,g1,f3,a1,f7,f4,h1,f1,f5,f2,b3,d8,g3,$,f6,b2,b5,d3,c2,P,f8,+,,B","e1","false","Rf1","TwoRooksOfOnePlayer"
"158","f8,d1,g1,f1,e8,c1,d8,h1,d5,h5,g8,e4,g7,h3,g6,c6,e1,h7,f6,e6,-,a8,a2,e5,f3,f4,c8","f8,g1,d1","true","R","ThreeRooksOfOnePlayer"
"159","f7,h8,d8,c8,e8,g8,f2,f5,f6,a8,f3,b8,f1,f4,e7,d1,b4,h1,-,d6,e4,e1,b5,+,d5,d3,e2","h8,g8,e8,d8,c8,f7,f6,f5,f4,f3","false","Rf8","ThreeRooksOfOnePlayer"
"160","b8,c1,h1,d1,b1,c8,f1,h8,d8,f8,a8,e8,e1,f3,a6,h3,g8,b5,d5,a1,a4,g1,c6,a7,a5,e7,g4","b8,h1,c1","true","R","ThreeRooksOfOnePlayer"
"161","b7,h8,b5,b4,d8,a8,c8,a7,b6,e8,f8,d6,b2,g8,b3,e5,f4,b1,b8,c7,g7,d1,B,g3,d5,Q,P","h8,g8,f8,e8,d8,c8,a8,b7,b6,b5,b4","false","Rb8","ThreeRooksOfOnePlayer"
"162","h1,a1,b1,f1,f3,b2,e7,e3,d1,h8,e6,e1,d7,b8,e4,0-1,c6,g2,f5,a5,$,f2,d4,g6,e5,,f7","h1","true","R","OneOfTwoRooksHasALegalMove"
"163","g1,f1,d1,e1,c1,h2,b1,g5,h3,d2,g3,g2,h4,a1,h8,h5,h7,+,h6,g8,f4,d4,$,N,c3,,x","g1,f1","true","Rh1","OneOfTwoRooksHasALegalMove"
"164","b8,d7,a1,a4,g1,e8,h2,c7,g8,a8,c1,d2,c3,f1,e7,a3,c5,b5,h7,e4,b1,h8,d1,d8,f8,a7,e2","b8,d7","true","R","AfterPromotionToRook"
"165","b6,b7,a8,b3,f8,g8,e8,c8,d8,b5,h8,b1,b4,d6,b8,b2,a6,c6,f1,f7,d7,e6,f5,f6,h6,e5,g3","d8,c8,a8,b7,b6","false","Rb8","AfterPromotionToRook"
"166","g8,b8,d5,f8,h6,g5,e5,f6,g1,c7,h5,b4,a5,g4,d4,c8,b2,b1,e8,e4,e7,a6,f7,h8,g6,d7,b7","g8,b8","true","N","KnightAsBlack"
"167","f6,h6,g7,h5,f5,d7,f3,c6,N,b6,e6,h3,b8,P,B,f4,a6,e4,e5,d2,d4,c3,-,g4,d6,d3,c4","h6,f6","true","Ng8","KnightAsBlack"
"168","b8,f6,d5,g8,h7,g1,h6,f8,b1,h8,f7,b7,e8,d7,+,c8,g7,$,a7,e6,b2,N,e7,f4,#,c6,1/2-1/2","b8","true","N","KnightAsBlack"
"169","c6,a6,d7,b4,d6,f6,g8,b5,c8,b7,b6,d5,e7,e2,c5,a4,f5,-,g5,d3,h3,g6,,d8,a7,a8,N","c6,a6","true","Nb8","KnightAsBlack"
"170","g1,b1,h3,c1,h4,h6,d3,f4,f6,f1,d1,f2,c3,c6,g3,d2,d5,e2,h5,,d6,a2,g8,c8,a3,g5,g6","g1,b1","true","N","KnightUncommonOpening"
"171","f3,h3,e2,h2,f5,a3,h6,f6,c3,g3,g5,g6,e4,d7,b3,g2,-,e3,f4,d1,c8,f2,,b1,f1,c4,d4","f3","true","Ng1","KnightUncommonOpening"
"172","b1,g1,e4,e2,f2,b3,c1,d2,a2,f3,b2,g2,h3,c6,a4,d1,h2,b8,d5,b5,c2,g8,f1,e1,c3,g4,d3","g1,b1","true","N","KnightUncommonOpening"
"173","f3,h3,e2,f5,a3,c3,f1,f6,h1,B,g6,h6,c4,P,g3,g5,d3,K,N,g4,d7,e1,a6,h2,b1,e3,d5","h3,f3","true","Ng1","KnightUncommonOpening"
"174","g1,b1,f5,d5,h3,e4,c4,e2,f2,b5,a4,f1,d1,c5,b2,c3,c6,b4,g2,d2,b8,g8,,h2,a3,c1,P","g1,b1","true","N","KnightUncommonOpening"
"175","f3,e2,h3,h2,f6,f4,g4,e7,d7,h5,g6,e6,c6,c5,h6,g5,f5,c3,d4,a3,b5,b1,Q,b3,P,d5,d3","f3,e2","true","Ng1","KnightUncommonOpening"
"176","g1,b1,g4,e3,f1,b8,g8,c3,d5,g3,a3,c6,d1,,d2,g6,e5,h1,g5,c5,e6,e1,f2,b2,h8,b5,a2","g1,b1","true","N","KnightUncommonOpening"
"177","f3,h3,e2,d4,h6,g2,f4,f5,f6,d7,h5,-,P,e7,a3,h2,Q,a6,e4,d5,B,a8,b3,h4,e6,a4,d3","h3,f3,e2","true","Ng1","KnightUncommonOpening"
"178","b1,g1,e5,f3,b2,e2,h2,d1,c6,h4,b8,g2,f5,h7,e3,,e4,h3,-,g4,f1,d5,f7,P,h1,g6,g5","b1","true","N","OneKnightOfOnePlayer"
"179","c3,d2,a3,c1,c5,d4,g1,e2,f6,e7,d6,g5,N,a5,b4,d1,b8,b3,e1,a1,B,f1,Q,d5,b6,h6,g3","c3,a3,d2","true","Nb1","OneKnightOfOnePlayer"
"180","e5,f3,b4,b1,e2,c4,h2,h3,c2,h4,f5,h6,d1,g3,e3,d7,e4,f1,g5,a3,a2,h7,b7,f2,c5,c1,a5","e5","true","N","OneKnightOfOnePlayer"
"181","d7,g4,d3,c6,f3,c4,f7,b7,g6,g7,d4,f4,e4,g2,c3,e3,d6,b3,h4,c7,g3,d5,f1,b2,x,e6,a4","f7,d7,g6,c6,g4,f3,d3","false","Ne5","OneKnightOfOnePlayer"
"182","d2,d4,a3,a4,e5,b1,c2,e2,b2,e1,f2,g1,c5,g4,a6,h4,h2,f4,e3,c6,f7,h1,c3,a1,g2,c7,g5","d4,d2","true","N","TwoKnightsOfOnePlayer"
"183","b5,b3,c6,f5,e6,f3,c2,e2,f7,a7,c4,e4,g7,a4,d7,b7,b1,b4,g4,f1,d5,h7,c8,a6,e8,,d3","e6,c6,f5,b5,f3,b3,c2","true","Nd4","TwoKnightsOfOnePlayer"
"184","d2,e2,h4,c3,h2,f2,g1,e1,a3,c7,g2,c2,a2,h1,f7,h7,a1,d1,b1,c1,a7,h3,a4,b2,e8,g4,g8","e2,d2","true","N","TwoKnightsOfOnePlayer"
"185","g3,d4,g1,c1,c3,b4,f4,f3,a3,c4,d3,h5,g4,x,b5,$,d2,a5,b1,h8,a1,h1,N,e3,c7,P,e1","g3","true","Ne2","TwoKnightsOfOnePlayer"
"186","e4,f8,e2,c1,g8,c7,g1,f5,c6,e8,d1,h3,f6,g4,g6,h5,c4,h8,d7,e5,h4,b6,d8,f3,h1,a6,g5","f8,e4,e2","true","N","ThreeKnightsOfOnePlayer"
"187","g6,h7,e6,d7,c8,b5,g8,f5,d5,g7,f7,c2,h8,h5,c4,d6,e8,a8,a7,b4,b8,h6,d3,e7,c6,d8,e4","h7,d7,g6,e6","true","Nf8","ThreeKnightsOfOnePlayer"
"188","c6,b1,b8,d4,c5,b2,a5,g1,c3,c8,b5,f3,f4,h8,a3,d7,f6,g4,d5,f8,g8,f7,e4,f1,c1,a6,h4","b8,c6,b1","true","N","ThreeKnightsOfOnePlayer"
"189","a6,d7,c6,b5,c4,b7,b3,c8,d3,a4,a7,d5,e6,g6,e8,e2,g4,f3,d6,b6,f1,g8,b1,B,f5,N,d8","d7,a6","true","Nb8","ThreeKnightsOfOnePlayer"
"190","d2,e2,c3,g1,e1,f2,c2,g2,a3,h4,e8,b1,h2,d4,c5,e5,g4,b2,c1,a2,c7,e3,a1,g5,d7,f7,b3","d2","true","N","OneOfTwoKnightsHasALegalMove"
"191","e4,f3,c4,f1,b3,b1,h3,h1,-,d5,b4,a6,c6,f5,N,h7,f4,e1,B,g6,d1,h6,P,,g1,g4,b7","e4,c4,f3,f1,b1","false","Nd2","OneOfTwoKnightsHasALegalMove"
"192","b8,f3,b1,g8,f4,a5,b5,g3,e7,c5,e5,g4,h4,h3,g1,h8,b6,a4,c1,e4,h1,h5,d1,f6,a3,e2,c3","b8","true","N","AfterPromotionToKnight"
"193","a6,c6,d7,b7,e8,b3,a8,b6,d3,c8,a4,d6,c4,d5,b5,g8,e6,e4,g4,g2,a7,K,f5,B,c7,h5,f7","c6,a6","true","Nb8","AfterPromotionToKnight"
