"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pg2g4 Pd7d5 Pc2c3 Bc8g4 Pd2d3 Bg4f5 Ng1f3 Pe7e6 Nb1d2 Bf8c5 Pe2e3 Bc5b6 Pa2a3 Ng8e7 Bf1e2 Ke8g8 Pb2b4 Pa7a5 Pb4b5 Nb8d7 Ke1g1 Pb7b6 Pd3d4 Ne7g6 Nf3e5 Nd7e5 Pd4e5 Ng6e5 Be2f3 Ne5f3 Qd1f3 Ra8b8 Nd2c4 Bb6a7 Kg1h1 Ba7b6 Pc3c4 Pd5c4 Bc1d2 Pc7c6 Pb5c6 Bf5c2 Ra1a2 Bc2c6 Rf1b1 Bc6e8 Nc4b6 Be8g6 Rb1c1 Bg6b1 Ra2b1 Qd8b6 Bd2c3 Ba7b8 Bc3d4 Qb6b1 Bd4c5 Qb1d3 Bc5f8 Bb8h2 Kh1h2 Qd3e4 Bf8d6 Bb8d6 Kh2g1 Qe4g4 Kg1f1 Qg4h4 Kf1e2 Qh4g4 Ke2e1 Qg4b4 Qf3f2 Qb4f8 Qf2e2 Qf8b4 Qe2f2 Qb4a3 Ke1e2 Qa3a6","21","path obstruction","Pg2g4 Pd7d5 Pc2c3 Bc8g4 Pd2d3 Bg4f5 Ng1f3 Pe7e6 Nb1d2 Bf8c5 Pe2e3 Bc5b6 Pa2a3 Ng8e7 Bf1e2 Ke8g8 Pb2b4 Pa7a5 Pb4b5 Nb8d7 Ke1g1 Pb7b6","75 6 56 58 6 37 35 6 24 25 4 30 58 6 32 33 4 58 51 5 55 49 6 45 44 5 15 32 4 54 27 6 40 41 4 27 20 6 8 9 5 62 45 4 47 40 1 46 62 6 16 18 6 13 11 6 18 19 5 22 37 1 39 55 6 21 20 6 33 34 5 45 60 5 49 43 5 37 43 6 34 43 5 60 43 4 40 49 5 43 49 2 31 49 3 14 22 5 32 26 4 20 13 1 55 63 4 13 20 6 25 26 6 35 26 4 23 32 6 29 28 6 19 28 4 51 24 3 7 8 4 24 28 3 47 15 4 28 46 5 26 20 4 46 60 3 15 23 4 60 15 3 8 15 2 38 20 4 32 25 4 13 22 4 25 34 2 20 15 4 34 27 2 15 33 4 27 54 4 22 64 1 63 64 2 33 42 4 54 36 4 22 36 1 64 55 2 42 58 1 55 47 2 58 66 1 47 40 2 66 58 1 40 39 2 58 18 2 49 48 2 18 54 2 48 40 2 54 18 2 40 48 2 18 9 1 39 40 2 9 12"
"Pe2e4 Pe7e5 Pg2g3 Nb8c6 Pf2f4 Nc6d4 Ng1f3 Nd4f3 Bf1g2 Pd7d5 Pe4d5 Qd8d5 Ke1g1 Bc8g4 Pd2d3 Bg4f3 Bg2f3 Qd5f3 Qd1f3 Bg4f3 Kg1g2 Bf3h5 Bc1e3 Ng8f6 Be3g5 Bf8d6 Rf1e1 Nf6g4 Bg5d2 Pc7c6 Pc2c3 Ke8g8 Pc3c4 Ph7h6 Bg5d2 Pg7g6 Bd2c3 Ra8e8 Bc3a5 Re8e6 Ba5c3 Ng4e3 Kg2g1 Bd6c5 Bc3d4 Bc5d4 Re1e3 Bd4e3 Ra1e1 Be3c5 Re1f1 Bc5e3 Rf1e1 Be3f2 Kg1g2 Bf2c5 Pd3d4 Bh5g4 Pd4c5 N Nb1 Nb1c3 Nb1c3 Pb2c3 Pg6g5 Pf4g5 Ph6g5 Ph2h3 Bg4e2 Re1e2 Pf7f6 Kg2h3 Pf6f5 Pg3g4 Pf5g4 Kh3g4 Kg8g7 Kg4f5 Kg7f7 Kf5g4 Rf8h8","8","pseudolegal","Pe2e4 Pe7e5 Pg2g3 Nb8c6 Pf2f4 Nc6d4 Ng1f3 Nd4f3 Bf1g2","75 6 40 42 6 45 43 6 56 57 5 22 28 6 48 50 5 28 34 5 55 49 5 34 49 4 47 56 6 37 35 6 42 35 2 38 35 1 39 55 4 30 58 6 32 33 4 58 49 4 56 49 2 35 49 2 31 49 4 58 49 1 55 56 4 49 67 4 23 41 5 62 52 4 41 59 4 54 36 3 47 39 5 52 58 4 59 32 6 29 28 6 24 25 1 46 62 6 25 26 6 69 68 4 59 32 6 61 60 4 32 25 3 14 46 4 25 11 3 46 44 4 11 25 5 58 41 1 56 55 4 36 27 4 25 34 4 27 34 3 39 41 4 34 41 3 7 39 4 41 27 3 39 47 4 27 41 3 47 39 4 41 48 1 55 56 4 48 27 6 33 34 4 67 58 6 34 27 5 5 15 5 15 25 5 15 25 6 16 25 6 60 59 6 50 59 6 68 59 6 64 65 4 58 40 3 39 40 6 53 52 1 56 65 6 52 51 6 57 58 6 51 58 1 65 58 1 62 61 1 58 51 1 61 53 1 51 58 3 54 70"
"Pc2b3 Pc7c5 Nb1c3 Pd7d6 Pe2e3 Nb8c6 Qd1f3 Pg7g6 Pd2d4 Bf8g7 Pd4d5 Nc6e5 Bc1b2 Ng8f6 Pe3e4 Ke8g8 Qf3g3 Pb7b6 Bf1d3 Bc8g4 Ph2h3 Bg4e6 Pf2f3 Nf6h5 Qg3g5 Pf7f6 Qg5h5 Pg6h5 Pg2g4 Ne5d3 Pc2d3 Qd8d7 Ng1e2 Qd7d3 Rh1g1 Pf6f5 Nc3b5 Qd3b5 Pg4f5 Be6f5 Pe4f5 Qb5f5 Ke1c1 Bg7b2 Kc1b2 Qf5f3 Rg1f1 Qf3d1 Rf1d1 Bg1e3 Kb2c3 Be3f4 Kc3c4 Ra8d8 Rd1e1 Rd8d7 Re1d1 Bf4e5 Kc4b5 Rf8e8 Rd1d7 Re8e2 Kb5a6 Re2a2 Ka6b5 Ra2c2 Rd7a7 Rc2b2 Kb5c6 Rb2c2 Kc6d7 Rc2c4 Kd7c7 Rc4b4 Kc7b7 Rb4a4 Kb7c6 Ra4a5 Kc6b5 Ra5b5","0","pseudolegal","Pc2b3","75 6 24 17 6 29 27 5 15 25 6 37 36 6 40 41 5 22 28 2 31 49 6 61 60 6 32 34 4 54 61 6 34 35 5 28 43 4 23 16 5 62 52 6 41 42 1 46 62 2 49 57 6 21 20 4 47 33 4 30 58 6 64 65 4 58 44 6 48 49 5 52 67 2 57 59 6 53 52 2 59 67 6 60 67 6 56 58 5 43 33 6 24 33 2 38 37 5 55 40 2 37 33 3 63 55 6 52 51 5 25 19 2 33 19 6 58 51 4 44 51 6 42 51 2 19 51 1 39 23 4 61 16 1 23 16 2 51 49 3 55 47 2 49 31 3 47 31 4 55 41 1 16 25 4 41 50 1 25 26 3 14 38 3 31 39 3 38 37 3 39 31 4 50 43 1 26 19 3 54 46 3 31 37 3 46 40 1 19 12 3 40 8 1 12 19 3 8 24 3 37 13 3 24 16 1 19 28 3 16 24 1 28 37 3 24 26 1 37 29 3 26 18 1 29 21 3 18 10 1 21 28 3 10 11 1 28 19 3 11 19"
"Pe2e3 Pc7c5 Pg2g3 Pa7a5 Ph2h4 Pb7b5 Ng1f3 Pd7d6 Pd2d4 Bc8b7 Pd4c5 Pd6c5 Nb1c3 Nb8c6 Bf1b5 Ke8d7 Bb5c6 Qd8c7 Qd1d5 Kd7c6 Nc3b5 Ng8f6 Qd5c4 Pe7e6 Bc1d2 Bb7a6 Bd2c3 Ba6b5 Pa2a4 Bb5c4 Bc3f6 Pg7f6 Pa4a5 Bf8g7 Pa5a6 Kc6d5 Pe3e4 Kd5e4 Nf3d4 Ke4d4 Ra1d1 Qc7e5 Pc2c3 Kd4c4 Pc3c4 Pc5b4 Pb2b3 Ra8a6 Rd1a1 Rh8d8 Rh1d1 Kc4b3 Ra1a7 Qe5c3 Ke1f1 Rd8d1 Kf1e2 Qc3e5 Pf2f3 Qe5a1 Pg3g4 Qa1e5 Ke2f2 Qe5h2 Kf2e1 Qh2h1 Ke1e2 Qh1h2 Ke2d3 Qh2f2 Kd3d4 Qf2b6 Kd4d3 Qb6b7 Kd3d4 Qb7b2 Kd4e3 Qb2g2 Ke3f4 Qg2g3","15","pseudolegal","Pe2e3 Pc7c5 Pg2g3 Pa7a5 Ph2h4 Pb7b5 Ng1f3 Pd7d6 Pd2d4 Bc8b7 Pd4c5 Pd6c5 Nb1c3 Nb8c6 Bf1b5 Ke8d7","75 6 40 41 6 29 27 6 56 57 6 13 11 6 64 66 6 21 19 5 55 49 6 37 36 6 32 34 4 30 21 6 34 27 6 36 27 5 15 25 5 22 28 4 47 19 1 46 37 4 19 28 2 38 29 2 31 35 1 37 28 5 25 19 5 62 52 2 35 26 6 45 44 4 23 32 4 21 12 4 32 25 4 12 19 6 8 10 4 19 26 4 25 52 6 61 52 6 10 11 4 54 61 6 11 12 1 28 35 6 41 42 1 35 42 5 49 34 1 42 34 3 7 31 2 29 43 6 24 25 1 34 26 6 25 26 6 27 18 6 16 17 3 14 12 3 31 7 3 70 38 3 63 31 1 26 17 3 7 13 2 43 25 1 39 47 3 38 31 1 47 40 2 25 43 6 48 49 2 43 7 6 57 58 2 7 43 1 40 48 2 43 64 1 48 39 2 64 63 1 39 40 2 63 64 1 40 33 2 64 48 1 33 34 2 48 20 1 34 33 2 20 21 1 33 34 2 21 16 1 34 41 2 16 56 1 41 50 2 56 57"
"Ng1f3 Pg7g5 Nf3g5 Pc7c5 Ng5f7 Ke8f7 Pd2d4 Pc5d4 Pe2e4 Kf7f6 Pc2c3 Kf6g5 Bc1g5 Qd8b6 Bf1c4 Kg5g6 Qd1f3 Kg6g5 Ph2h4 Kg5g6 Qf3h3 Kg6f6 Rh1f1 Ng8h6 Pg2g4 Kf6e6 Pg4g5 Ke6d6 Pg5h6 Bf8h6 Qh3h6 Kd6c7 Bc4d5 Pd7d6 Qh6f4 Kc7b8 Qf4d4 Kb8c7 Qd4c4 Pe7e6 Nb1a3 Pe6e5 Bd5f7 Kc7b8 Bf7d5 Qb6d8 Qc4d5 Kb8c7 Qd5c4 Qd8e7 Qc4d5 Qe7d6 Qd5d6 Ph7h6 Rf1f7 Bc8d7 Rf7d7 Kc7d7 Qd6b6 Kd7e8 Na3b5 Rh8d8 Qb6d8 Ke8d8 Ra1d1 Kd8c8 Rd1c1 Bd7e8 Nb5d6 Be8d7 Nd6f7 Bh6g5 Nf7g5 Bg5h4 Pb2b4 Bh4g5 Rc1c2 Kc8b8 Pb4b5 Pa7a6","11","pseudolegal","Ng1f3 Pg7g5 Nf3g5 Pc7c5 Ng5f7 Ke8f7 Pd2d4 Pc5d4 Pe2e4 Kf7f6 Pc2c3 Kf6g5","75 5 55 49 6 61 59 5 49 59 6 29 27 5 59 53 1 46 53 6 32 34 6 27 34 6 40 42 1 53 52 6 24 25 1 52 59 4 23 59 2 38 20 4 47 26 1 59 60 2 31 49 1 60 59 6 64 66 1 59 60 2 49 65 1 60 52 3 63 47 5 62 68 6 56 58 1 52 44 6 58 59 1 44 36 6 59 68 4 54 68 2 65 68 1 36 29 4 26 35 6 37 36 2 68 50 1 29 22 2 50 34 1 22 29 2 34 26 6 45 44 5 15 9 6 44 43 4 35 53 1 29 22 4 53 35 2 20 38 2 26 35 1 22 29 2 35 26 2 38 45 2 26 35 2 45 36 2 35 36 6 69 68 3 47 53 4 30 37 3 53 37 1 29 37 2 36 20 1 37 46 5 9 19 3 70 38 2 20 38 1 46 38 3 7 31 1 38 30 3 31 23 4 37 46 5 19 36 4 46 37 5 36 53 4 68 59 5 53 59 4 59 66 6 16 18 4 66 59 3 23 24 1 30 22 6 18 19 6 13 12"
"Ng1f3 Pe7e6 Pc2c4 Bf8c5 Pe2e3 Ng8e7 Pd2d4 Bc5b4 Pc4c5 Nb8c6 Nb1c3 Ke8g8 Pb2b3 Pb7b6 Pa2a3 Pb6c5 Pd4c5 Pa7a6 Pb3b4 Pa6a5 Pb4a5 Ra8a5 Bc1d2 Bc8a6 Pc5c6 Ba6c4 Pc6b7 Ra5a8 Qd1c2 Bc4d5 Pe3e4 Bd5e4 Pg2g3 Be4f3 Nc3e4 Ne7d5 Ne4g5 Nd5c3 Qc2c3 Ra8b8 Bd2c3 Ph7h6 Ng5f3 Pg7g6 Nf3e5 Pf7f6 Ne5g6 Rf8f7 Ng6e5 Qd8e7 Pc6c7 Pf6e5 Qc3e5 Qe7e5 Pf2f4 Qe5c3 Ke1f2 Qc3c4 Kf2f3 Qc4c3 Ra1e1 Qc3c2 Re1e2 Qc2c3 Re2e3 Qc3e3 Kf3g2 Qe3f4 Rh1h4 Qf4h4 Kg2h3 Qh4h7 Kh3g4 Qh7h4 Pc5c6 Qh4e1 Kg4f3 Qe1c3 Kf3g4 Qc3c6","8","pseudolegal","Ng1f3 Pe7e6 Pc2c4 Bf8c5 Pe2e3 Ng8e7 Pd2d4 Bc5b4 Pc4c5","75 5 55 49 6 45 44 6 24 26 4 54 27 6 40 41 5 62 45 6 32 34 4 27 18 6 26 27 5 22 28 5 15 25 1 46 62 6 16 17 6 21 20 6 8 9 6 20 27 6 34 27 6 13 12 6 17 18 6 12 11 6 18 11 3 14 11 4 23 32 4 30 12 6 27 28 4 12 26 6 28 21 3 11 14 2 31 24 4 26 35 6 41 42 4 35 42 6 56 57 4 42 49 5 25 42 5 45 35 5 42 59 5 35 25 2 24 25 3 14 22 4 32 25 6 69 68 5 59 49 6 61 60 5 49 43 6 53 52 5 43 60 3 54 53 5 60 43 2 38 45 6 28 29 6 52 43 2 25 43 2 45 43 6 48 50 2 43 25 1 39 48 2 25 26 1 48 49 2 26 25 3 7 39 2 25 24 3 39 40 2 24 25 3 40 41 2 25 41 1 49 56 2 41 50 3 63 66 2 50 66 1 56 65 2 66 69 1 65 58 2 69 66 6 27 28 2 66 39 1 58 49 2 39 25 1 49 58 2 25 28"
"Pe2e3 Pd7d5 Ph2h3 Pg7g6 Ng1f3 Bf8g7 Bf1b5 Nb8d7 Ke1f1 Pc7c6 Bb5c3 Pe7e5 Kf1e1 Pe5e4 Nf3d4 Ng8e7 Nd4e2 Qd8c7 Pd2d3 Ph7h6 Ne2f4 Pb7b6 Pd3d4 Bc8b7 Pa2a4 Ke8c8 Pa4a5 Rd8f8 Pa5b6 Pa7b6 Bc1d2 Nd7b6 Nf4e2 Ne7f5 Ne2g3 Nf5g3 Pf2g3 Bb7a6 Nb1a3 Ph6h5 Ke1f2 Ph5h4 Kf2g1 Ba6c4 Na3c4 Pd5c4 Pe3e4 Bg7h6 Pd4d5 Pc6d5 Nc4b6 Kc8b8 Nb6c4 Kb8a7 Nc4e5 Bh6d2 Qd1d2 Rf8c8 Qd2h6 Rc8e8 Qh6g7 Qc7c6 Ra1d1 Qc6c5 Ne5d7 Ka7a6 Qg7f7 Bd2c3 Qf7g6 Bc3d4 Kg1h2 Bd4e5 Qg6g5 Qc5g5 Pg3g4 Qg5f6 Pb2b4 Qf6f2 Rd1d4 Qf2e3","10","piece logic","Pe2e3 Pd7d5 Ph2h3 Pg7g6 Ng1f3 Bf8g7 Bf1b5 Nb8d7 Ke1f1 Pc7c6 Bb5c3","75 6 40 41 6 37 35 6 64 65 6 61 60 5 55 49 4 54 61 4 47 19 5 22 37 1 39 47 6 29 28 4 19 25 6 45 43 1 47 39 6 43 42 5 49 34 5 62 45 5 34 40 2 38 29 6 32 33 6 69 68 5 40 50 6 21 20 6 33 34 4 30 21 6 8 10 1 46 30 6 10 11 3 38 54 6 11 20 6 13 20 4 23 32 5 37 20 5 50 40 5 45 51 5 40 57 5 51 57 6 48 57 4 21 12 5 15 9 6 68 67 1 39 48 6 67 66 1 48 55 4 12 26 5 9 26 6 35 26 6 41 42 4 61 68 6 34 35 6 28 35 5 26 20 1 30 22 5 20 26 1 22 13 5 26 43 4 68 32 2 31 32 3 54 30 2 32 68 3 30 46 2 68 61 2 29 28 3 7 31 2 28 27 5 43 37 1 13 12 2 61 53 4 32 25 2 53 60 4 25 34 1 55 64 4 34 43 2 60 59 2 27 59 6 57 58 2 59 52 6 16 18 2 52 48 3 31 34 2 48 41"
"Ph2h3 Nb8c6 Ph3h4 Nc6d4 Pe2e3 Nd4f5 Pe3e4 Nf5d4 Pg2g4 Pg7g5 Pf2f4 Pg5f4 Rh1h2 Pf4f3 Rh2f2 Bf8h6 Bf1c4 Pf3f2 Ke1f1 Bh6d2 Qd1d2 Pf7f6 Qd2f2 Pf6f5 Bc1f4 Pf5e4 Qf2d2 Pe4e3 Qd2e2 Bh6f4 Qe2c4 Pe7e5 Qc4d4 Pe5d4 Nb1d2 Pd4d3 Kf1g1 Qd8e7 Ng1f3 Pd7d6 Pc2d3 Ng8f6 Nf3d4 Qe7d7 Nd4f5 Qd7f5 Bc4f7 Qf5e5 Pg4g5 Nf6d7 Bf7h5 Ke8e7 Bh5g4 Qe5d4 Kg1h1 Rh8g8 Bg4c8 Ra8c8 Kh1g2 Qd4h4 Bg4c8 Nd7c5 Bc8d7 Ke7d7 Nd2e4 Qh4e4 Kg2h3 Qe4e2 Kh3g3 Qe2e1 Kg3g2 Qe1e5 Kg2g3 Qe5b2 Ra1f1 Qb2e5 Kg3g2 Qe5g5 Kg2h3 Qg5h4","17","path obstruction","Ph2h3 Nb8c6 Ph3h4 Nc6d4 Pe2e3 Nd4f5 Pe3e4 Nf5d4 Pg2g4 Pg7g5 Pf2f4 Pg5f4 Rh1h2 Pf4f3 Rh2f2 Bf8h6 Bf1c4 Pf3f2","75 6 64 65 5 22 28 6 65 66 5 28 34 6 40 41 5 34 51 6 41 42 5 51 34 6 56 58 6 61 59 6 48 50 6 59 50 3 63 64 6 50 49 3 64 48 4 54 68 4 47 26 6 49 48 1 39 47 4 68 32 2 31 32 6 53 52 2 32 48 6 52 51 4 23 50 6 51 42 2 48 32 6 42 41 2 32 40 4 68 50 2 40 26 6 45 43 2 26 34 6 43 34 5 15 32 6 34 33 1 47 55 2 38 45 5 55 49 6 37 36 6 24 33 5 62 52 5 49 34 2 45 37 5 34 51 2 37 51 4 26 53 2 51 43 6 58 59 5 52 37 4 53 67 1 46 45 4 67 58 2 43 34 1 55 63 3 70 62 4 58 30 3 14 30 1 63 56 2 34 66 4 58 30 5 37 27 4 30 37 1 45 37 5 32 42 2 66 42 1 56 65 2 42 40 1 65 57 2 40 39 1 57 56 2 39 43 1 56 57 2 43 16 3 7 47 2 16 43 1 57 56 2 43 59 1 56 65 2 59 66"
"Pc2c3 Ng8f6 Nb1a3 Pe7e5 Pe2e4 Pd7d5 Na3b1 Pd5e4 Nc3d5 Nf6d5 Pg2g3 Bc8e6 Bf1g2 Pf7f5 Bg2e4 Nd5b6 Be4g2 Nb8c6 Ng1f3 Be6d5 Nf3g5 Bd5h1 Qd1h5 Pg7g6 Qh5h1 Bf8e7 Pd2d3 Ph7h6 Ng5f3 Nb6d7 Nf3d2 Nd7c5 Bg2e4 Qd8d7 Qh1g2 Ke8c8 Nd2c4 Be7c5 Bc1e3 Bc5e3 Pf2e3 Be3g5 Pd3d4 Nc6d4 Nc4e5 Qd7e6 Be4b7 Kc8b7 Qg2b7 Kb7b7 Ke1c1 Nd4f3 Kc1c2 Nf3h4 Ph2h4 Bg5e7 Pg3g4 Be7h4 Pg4f5 Bh4g5 Pf5g6 Bg5e3 Kc2d2 Be3g5 Kd2c2 Bg5e3 Kc2b3 Be3d4 Pb2b4 Bd4g1 Pb4b5 Rd8b8 Pa2a4 Bg1d4 Pa4a5 Pb6a5 Rd1d4 Be6g4 Rd4d2 Rh8d8","8","pseudolegal","Pc2c3 Ng8f6 Nb1a3 Pe7e5 Pe2e4 Pd7d5 Na3b1 Pd5e4 Nc3d5","75 6 24 25 5 62 52 5 15 9 6 45 43 6 40 42 6 37 35 5 9 15 6 35 42 5 25 35 5 52 35 6 56 57 4 30 44 4 47 56 6 53 51 4 56 42 5 35 20 4 42 56 5 22 28 5 55 49 4 44 35 5 49 59 4 35 63 2 31 67 6 61 60 2 67 63 4 54 45 6 32 33 6 69 68 5 59 49 5 20 37 5 49 32 5 37 27 4 56 42 2 38 37 2 63 56 1 46 30 5 32 26 4 45 27 4 23 41 4 27 41 6 48 41 4 41 59 6 33 34 5 28 34 5 26 43 2 37 44 4 42 21 1 30 21 2 56 21 1 21 21 1 39 23 5 34 49 1 23 24 5 49 66 6 64 66 4 59 45 6 57 58 4 45 66 6 58 51 4 66 59 6 51 60 4 59 41 1 24 32 4 41 59 1 32 24 4 59 41 1 24 17 4 41 34 6 16 18 4 34 55 6 18 19 3 38 22 6 8 10 4 55 34 6 10 11 6 20 11 3 31 34 4 44 58 3 34 32 3 70 38"
"Pg7g6 Pd2d3 Pc2c3 Ng8f6 Ng1f3 Ke8g8 Bc1g5 Nf6e4 Bg5h4 Pd7d5 Nf3d4 Nb8c6 Nd4c6 Pb7c6 Qd1d3 Pc6c5 Qd3b5 Bc8d7 Qb5c5 Qd8c8 Qc5e3 Bd7e6 Qe3e6 Qc8e6 Pf2f3 Bf8h6 Ke1f2 Ne4g5 Pg2g4 Qe6f6 Ph2h3 Qf6h4 Rh1h4 Ph7h6 Kf2g2 Rh8h4 Nb1a3 Rh4h3 Kg2h3 Pe7e5 Ra1h1 Bh6e3 Kh3g2 Be3c5 Pe2e3 Pe5e4 Pf3e4 Pd5e4 Na3b5 Bc5e7 Rh1e1 Ke8c8 Re1e4 Be7c5 Pb2b4 Bc5e3 Kg2f3 Be3d2 Re4e6 Pf7e6 Nb5a7 Kc8b7 Na7b5 Ng5h3 Kf3f4 Bd2a5 Nb5d6 Kb7b6 Nd6b5 Kb6b5 Bf1h3 Pc7c6 Nb5c3 Kb5c4 Nc3e4 Kc4d3 Kf4f3 Kd3d2 Bh3f1 Kd2c2","0","piece logic","Pg7g6","75 6 61 60 6 32 33 6 24 25 5 62 52 5 55 49 1 46 62 4 23 59 5 52 42 4 59 66 6 37 35 5 49 34 5 22 28 5 34 28 6 21 28 2 31 33 6 28 27 2 33 19 4 30 37 2 19 27 2 38 30 2 27 41 4 37 44 2 41 44 2 30 44 6 48 49 4 54 68 1 39 48 5 42 59 6 56 58 2 44 52 6 64 65 2 52 66 3 63 66 6 69 68 1 48 56 3 70 66 5 15 9 3 66 65 1 56 65 6 45 43 3 7 63 4 68 41 1 65 56 4 41 27 6 40 41 6 43 42 6 49 42 6 35 42 5 9 19 4 27 45 3 63 39 1 46 30 3 39 42 4 45 27 6 16 18 4 27 41 1 56 49 4 41 32 3 42 44 6 53 44 5 19 13 1 30 21 5 13 19 5 59 65 1 49 50 4 32 11 5 19 36 1 21 20 5 36 19 1 20 19 4 47 65 6 29 28 5 19 25 1 19 26 5 25 42 1 26 33 1 50 49 1 33 32 4 65 47 1 32 24"
"Ng1f3 Ng8h6 Nf3d4 Pd7d5 Pf2f3 Bc8f5 Pe2e3 Nb8c6 Pg2g4 Bf5g6 Ph2h4 Ph7h5 Pg4g5 Pg7g6 Pf3f4 Bg6h7 Bf1g2 Nc6b4 Pa2a3 Nb4c6 Qd1f3 Bh7f5 Pd2d3 Pe7e6 Bc1d2 Bf8d6 Ke1c1 Pb7b6 Pe3e4 Bd6f4 Pe4f5 Pe6f5 Qf3f4 Qd8e7 Nd4c6 Qe7c6 Qf4e5 Qc6e8 Qe5h8 Ke8d7 Qh8f6 Kd7c6 Qf6f2 Kc6c7 Bg2d5 Kc7b8 Bd5f7 Bh7f7 Rh1f1 Bf7e6 Qf2f6 Be6h3 Qf6h8 Kb8b7 Qh8h3 Qe8e3 Kc1b1 Kb7a7 Kb1a2 Qe3g1 Rf1g1 Pb6b5 Rg1f1 Pb5b4 Rf1f2 Qg1d1 Rf2f1 Ra8b8 Qh3g2 Ka7b6 Qg2f2 Nb4a2 Ka2b3 Rb8b3 Kb3a2 Rb3a3 Nb1c3 Ra3b3 Nc3d1 Bf8e7","11","path obstruction","Ng1f3 Ng8h6 Nf3d4 Pd7d5 Pf2f3 Bc8f5 Pe2e3 Nb8c6 Pg2g4 Bf5g6 Ph2h4 Ph7h5","75 5 55 49 5 62 68 5 49 34 6 37 35 6 48 49 4 30 51 6 40 41 5 22 28 6 56 58 4 51 60 6 64 66 6 69 67 6 58 59 6 61 60 6 49 50 4 60 69 4 47 56 5 28 18 6 8 9 5 18 28 2 31 49 4 69 51 6 32 33 6 45 44 4 23 32 4 54 36 1 39 23 6 21 20 6 41 42 4 36 50 6 42 51 6 44 51 2 49 50 2 38 45 5 34 28 2 45 28 2 50 43 2 28 46 2 43 70 1 46 37 2 70 52 1 37 28 2 52 48 1 28 29 4 56 35 1 29 22 4 35 53 4 69 53 3 63 47 4 53 44 2 48 52 4 44 65 2 52 70 1 22 21 2 70 65 2 46 41 1 23 15 1 21 13 1 15 8 2 41 55 3 47 55 6 20 19 3 55 47 6 19 18 3 47 48 2 55 31 3 48 47 3 14 22 2 65 56 1 13 20 2 56 48 5 18 8 1 8 17 3 22 17 1 17 8 3 17 9 5 15 25 3 9 17 5 25 31 4 54 45"
"Pb2b3 Pe7e5 Pg2g3 Pd7d5 Bf1g2 Bc8e6 Pd2d3 Nb8c6 Pf2f4 Nc6e7 Ng1f3 Pe5e4 Pd3e4 Be6g4 Ke1g1 Bg4f3 Bg2f3 Ne7g6 Bf3d5 Qd8d7 Qd1d3 Bf8e7 Pc2c4 Pc7c6 Bd5a2 Ng8f6 Bc1e3 Ke8c8 Rf1d1 Pc6c5 Pa2a4 Pc5c4 Pb3c4 Ph7h6 Pa4a5 Nf6e8 Ba2b3 Ne8c7 Nb1c3 Nc7e6 Nc3d5 Ne6c5 Bb3a4 Nc5a4 Kg1f2 Qd7e6 Pc4c5 Nh6f5 Kf2g1 Be7c5 Rd1d2 Bc5e3 Kg1g2 Be3d2 Qd3d2 Qe6h3 Kg2h3 Nf5e3 Kh3g2 Be3d2 Ra1a4 Pg7g5 Ra4a7 Rd8d2 Ra7f7 Rh8b8 Rf7h7 Bd2a5 Rh7h6 Kc8d7 Rh6g6 Pb7b6 Pa5b6 Pg5g4 Kg2f2 Kd7d6 Rg6g4 Kd6e5 Rg4g1 Rb8b2","18","path obstruction","Pb2b3 Pe7e5 Pg2g3 Pd7d5 Bf1g2 Bc8e6 Pd2d3 Nb8c6 Pf2f4 Nc6e7 Ng1f3 Pe5e4 Pd3e4 Be6g4 Ke1g1 Bg4f3 Bg2f3 Ne7g6 Bf3d5","75 6 16 17 6 45 43 6 56 57 6 37 35 4 47 56 4 30 44 6 32 33 5 22 28 6 48 50 5 28 45 5 55 49 6 43 42 6 33 42 4 44 58 1 39 55 4 58 49 4 56 49 5 45 60 4 49 35 2 38 37 2 31 33 4 54 45 6 24 26 6 29 28 4 35 8 5 62 52 4 23 41 1 46 30 3 47 31 6 28 27 6 8 10 6 27 26 6 17 26 6 69 68 6 10 11 5 52 46 4 8 17 5 46 29 5 15 25 5 29 44 5 25 35 5 44 27 4 17 10 5 27 10 1 55 48 2 37 44 6 26 27 5 68 51 1 48 55 4 45 27 3 31 32 4 27 41 1 55 56 4 41 32 2 33 32 2 44 65 1 56 65 5 51 41 1 65 56 4 41 32 3 7 10 6 61 59 3 10 13 3 38 32 3 13 53 3 70 22 3 53 69 4 32 11 3 69 68 1 30 37 3 68 60 6 21 20 6 11 20 6 59 58 1 56 48 1 37 36 3 60 58 1 36 43 3 58 55 3 22 16"
